ID_ESTACION	Fecha	Precio gasolina 95	Precio gasóleo A	Precio gasóleo B	Precio bioetanol	Precio nuevo gasóleo A	Precio biodiesel	% éster metílico	% bioalcohol	Precio gasolina 98	Precio gas natural comprimido	Precio gas natural licuado	Precio gases licuados del petróleo	
1932	02/04/2017		1,045											
1933	02/04/2017	1,159	1,069			1,139				1,289				
1934	02/04/2017	1,279	1,189			1,269				1,419				
1935	02/04/2017	1,279	1,189			1,269				1,419				
1936	02/04/2017	1,279	1,169			1,249				1,379			0,602	
1937	02/04/2017	1,149	1,029											
1938	02/04/2017	1,119	0,999			1,089				1,299				
1939	02/04/2017	1,258	1,138			1,138				1,398				
1940	02/04/2017	1,188	1,079			1,079				1,318				
1941	02/04/2017	1,259	1,159			1,229				1,379				
1942	02/04/2017	1,259	1,149			1,229				1,389				
1943	02/04/2017	1,269	1,149			1,209				1,389				
1944	02/04/2017	1,279	1,179			1,249				1,399				
1945	02/04/2017	1,158	1,048							1,298				
1946	02/04/2017	1,158	1,048											
1947	02/04/2017	1,158	1,048											
1948	02/04/2017	1,158	1,048											
1949	02/04/2017	1,159	1,049											
1950	02/04/2017	1,189	1,089				1,129			1,389				
1951	02/04/2017			0,750										
1952	02/04/2017	1,189	1,059											
1953	02/04/2017	1,269	1,159			1,244				1,411				
1954	02/04/2017	1,179	1,058			1,128				1,309				
1955	02/04/2017	1,241	1,116			1,173				1,379				
1956	02/04/2017	1,189	1,069			1,179				1,309			0,569	
1957	02/04/2017	1,189	1,049			1,179				1,309				
1958	02/04/2017	1,329	1,199			1,269				1,469				
1959	02/04/2017	1,189	1,049			1,179				1,309				
1960	02/04/2017	1,179	1,047											
1961	02/04/2017	1,279	1,199			1,249				1,379				
1962	02/04/2017	1,279	1,199			1,249				1,379			0,626	
1963	02/04/2017	1,249	1,139			1,219				1,389				
1964	02/04/2017	1,269	1,159			1,219				1,369				
1965	02/04/2017	1,269	1,159			1,219				1,369				
1966	02/04/2017	1,209	1,099			1,159				1,324				
1967	02/04/2017	1,269	1,156			1,216				1,384			0,579	
1968	02/04/2017												0,593	
1969	02/04/2017	1,179	1,039											
1970	02/04/2017	1,279	1,169			1,229				1,379			0,602	
1971	02/04/2017	1,209	1,089			1,179				1,359				
1972	02/04/2017	1,229	1,129			1,199				1,329				
1973	02/04/2017	1,299	1,179			1,259				1,409				
1974	02/04/2017	1,169	1,015											
1975	02/04/2017	1,139	0,999			1,029								
1976	02/04/2017	1,279	1,159			1,219				1,379			0,633	
1977	02/04/2017	1,104	0,984			1,024				1,235				
1978	02/04/2017	1,159	1,079			1,139				1,359			0,569	
1979	02/04/2017	1,129	0,999											
1980	02/04/2017	1,189	1,079			1,139				1,359			0,569	
1981	02/04/2017	1,244	1,129			1,189				1,359				
1982	02/04/2017	1,269	1,149			1,229				1,369				
1983	02/04/2017	1,199	1,039											
1984	02/04/2017	1,199	1,039			1,134								
1985	02/04/2017	1,199	1,039			1,089				1,289				
1986	02/04/2017	1,199	1,039							1,309				
1987	02/04/2017	1,169	1,039											
1988	02/04/2017	1,219	1,099			1,209				1,349				
1989	02/04/2017	1,189	1,069							1,240				
1990	02/04/2017	1,249	1,119											
1991	02/04/2017	1,239	1,129			1,229								
1992	02/04/2017	1,100	0,979			1,069				1,172				
1993	02/04/2017	1,259	1,138			1,224				1,401				
1994	02/04/2017	1,249	1,129			1,214				1,391				
1995	02/04/2017	1,149	1,009			1,099				1,229				
1996	02/04/2017	1,149	0,999											
1997	02/04/2017	1,139	0,979											
1998	02/04/2017	1,253	1,129			1,189				1,369			0,587	
1999	02/04/2017	1,144	0,999											
2000	02/04/2017	1,157	0,979											
2001	02/04/2017	1,179	1,059											
2002	02/04/2017	1,239	1,119			1,204				1,381				
2003	02/04/2017	1,259	1,139			1,209				1,389				
2004	02/04/2017	1,259	1,139			1,209				1,389				
2005	02/04/2017	1,294	1,169			1,239				1,424				
2006	02/04/2017	1,219	1,086			1,179				1,369				
2007	02/04/2017	1,259	1,149			1,199				1,359				
2008	02/04/2017	1,269	1,159			1,209				1,369			0,614	
2009	02/04/2017	1,299	1,179			1,249				1,399			0,587	
2010	02/04/2017	1,279	1,169			1,219				1,379				
2011	02/04/2017	1,274	1,164			1,249				1,416				
2012	02/04/2017	1,279	1,169			1,219				1,399				
2013	02/04/2017	1,274	1,117			1,187				1,404				
2014	02/04/2017	1,274	1,117			1,187				1,404				
2015	02/04/2017	1,229	1,149			1,229				1,369				
2016	02/04/2017	1,209	1,089	0,799		1,109				1,309				
2017	02/04/2017	1,239	1,119			1,199				1,379				
2018	02/04/2017	1,199	1,079			1,109								
2019	02/04/2017	1,229	1,115			1,175				1,299				
2020	02/04/2017	1,131	1,001			1,040				1,245				
2021	02/04/2017	1,239	1,099			1,179				1,379				
2022	02/04/2017	1,269	1,169			1,229				1,369				
2023	02/04/2017	1,169	1,059			1,109				1,309				
2024	02/04/2017	1,119	1,049							1,259				
2025	02/04/2017	1,239	1,129			1,219								
2026	02/04/2017	1,209	1,069											
2027	02/04/2017	1,209	1,129				1,059			1,299				
2028	02/04/2017	1,233	1,087			1,157				1,363				
2029	02/04/2017	1,159	1,039			1,109				1,289				
2030	02/04/2017	1,209	1,089			1,139				1,319				
2031	02/04/2017	1,269	1,129			1,199				1,388				
2032	02/04/2017	1,240	1,100							1,340				
2033	02/04/2017	1,269	1,149			1,235				1,389				
2034	02/04/2017	1,275	1,149			1,229				1,409				
2035	02/04/2017	1,159	1,059											
2036	02/04/2017	1,239	1,159			1,239				1,379				
2037	02/04/2017	1,259	1,144			1,194				1,384				
2038	02/04/2017	1,199	1,089											
2039	02/04/2017	1,219	1,099			1,149				1,359				
2040	02/04/2017	1,279	1,169			1,249				1,399				
2041	02/04/2017	1,259	1,129			1,179				1,399				
2042	02/04/2017	1,209	1,079			1,199				1,359				
2043	02/04/2017	1,219	1,089			1,159				1,319				
2044	02/04/2017	1,219	1,089			1,159				1,319				
2045	02/04/2017	1,249	1,139			1,229				1,339				
2046	02/04/2017	1,289	1,179			1,264				1,431				
2047	02/04/2017	1,149	1,029	0,759		1,029								
2048	02/04/2017	1,199	1,059											
2049	02/04/2017	1,289	1,179			1,249				1,419				
2050	02/04/2017	1,139	1,019			1,118				1,299				
2051	02/04/2017	1,159	1,049								0,738	0,738		
2052	02/04/2017	1,199	1,069	0,779		1,079								
2053	02/04/2017	1,265	1,135			1,185				1,405				
2054	02/04/2017	1,239	1,139	0,900		1,189				1,349				
2055	02/04/2017	1,149	1,029											
2056	02/04/2017	1,209	1,119							1,309				
2057	02/04/2017	1,259	1,139			1,219				1,379				
2058	02/04/2017	1,189	1,049											
2059	02/04/2017	1,149	0,999											
2060	02/04/2017	1,269	1,159			1,244				1,411				
2061	02/04/2017	1,269	1,149			1,219				1,369				
2062	02/04/2017	1,219	1,089			1,139				1,319				
2063	02/04/2017	1,229	1,109			1,139				1,352				
2064	02/04/2017	1,277	1,145	0,787		1,215				1,447				
2065	02/04/2017	1,279	1,134			1,194				1,394				
2066	02/04/2017	1,279	1,159			1,239				1,379				
2067	02/04/2017	1,249	1,169			1,256				1,399				
2068	02/04/2017	1,259	1,149			1,209	1,145			1,359				
2069	02/04/2017	1,159	1,029	0,695						1,409				
2070	02/04/2017	1,159	1,059											
2071	02/04/2017	1,139	1,009			1,039								
2072	02/04/2017	1,219	1,099			1,159				1,319				
2073	02/04/2017	1,259	1,149			1,229				1,399			0,633	
2074	02/04/2017	1,269	1,139			1,199				1,384				
2075	02/04/2017	1,269	1,156			1,216				1,384				
2076	02/04/2017	1,279	1,154			1,214				1,394				
2077	02/04/2017	1,279	1,159			1,219				1,394				
2078	02/04/2017	1,269	1,159	0,821		1,209				1,369				
2079	02/04/2017	1,279	1,169			1,219				1,379			0,602	
2080	02/04/2017	1,279	1,169			1,219				1,379			0,602	
2081	02/04/2017										0,926	0,926		
2082	02/04/2017	1,197	1,067								0,853			
2083	02/04/2017	1,179	1,059											
2084	02/04/2017	1,228	1,088			1,158				1,358				
2085	02/04/2017	1,199	1,089			1,139								
2086	02/04/2017	1,249	1,159			1,209				1,349			0,614	
2087	02/04/2017	1,244	1,133			1,218				1,385				
2088	02/04/2017	1,238	1,098			1,168				1,368				
2089	02/04/2017	1,239	1,109			1,169				1,319				
2090	02/04/2017	1,269	1,169			1,229				1,369				
2091	02/04/2017	1,132	1,000			1,046								
2092	02/04/2017		1,159											
2093	02/04/2017	1,239	1,119											
2094	02/04/2017	1,259	1,139			1,219				1,379				
2095	02/04/2017	1,279	1,169			1,249				1,399			0,602	
2096	02/04/2017	1,229	1,119			1,169				1,369				
2097	02/04/2017	1,199	1,069											
2098	02/04/2017	1,269	1,169			1,249				1,409				
2099	02/04/2017	1,159	1,029											
2100	02/04/2017	1,289	1,159			1,209				1,399			0,622	
2101	02/04/2017	1,259	1,129			1,179				1,369				
2102	02/04/2017	1,259	1,139			1,199				1,399				
2103	02/04/2017	1,299	1,199			1,279				1,419				
2104	02/04/2017	1,229	1,099			1,149				1,374				
2105	02/04/2017	1,249	1,139			1,219				1,389			0,590	
2106	02/04/2017	1,269	1,159			1,219				1,384				
2107	02/04/2017	1,269	1,159			1,219				1,384				
2108	02/04/2017	1,249	1,139			1,219				1,389				
2109	02/04/2017	1,229	1,119			1,179				1,329				
2110	02/04/2017	1,169	1,039			1,089								
2111	02/04/2017	1,169	1,029			1,089				1,279				
2112	02/04/2017	1,167	1,027											
2113	02/04/2017	1,269	1,159			1,219				1,384				
2114	02/04/2017	1,269	1,159			1,219				1,384				
2115	02/04/2017	1,259	1,139			1,224				1,401				
2116	02/04/2017	1,209	1,069											
2117	02/04/2017	1,189	1,069			1,109								
2118	02/04/2017	1,249	1,079	0,889		1,199				1,399				
2119	02/04/2017	1,229	1,119			1,189				1,348				
2120	02/04/2017		1,069											
2121	02/04/2017	1,209	1,079			1,129				1,369				
2122	02/04/2017	1,209	1,089			1,179				1,379				
2123	02/04/2017	1,169	1,029			1,139				1,339				
2124	02/04/2017	1,229	1,139			1,189				1,329				
2125	02/04/2017	1,149	1,029											
2126	02/04/2017	1,149	1,029											
2127	02/04/2017	1,249	1,129			1,219				1,399				
2128	02/04/2017	1,239	1,129			1,209				1,399				
2129	02/04/2017	1,239	1,129			1,209				1,399				
2130	02/04/2017	1,169	1,039			1,099				1,299				
2131	02/04/2017	1,169	1,029			1,139								
2132	02/04/2017	1,169	1,029			1,139								
2133	02/04/2017	1,169	1,029											
2134	02/04/2017	1,169	1,029											
2135	02/04/2017	1,189	1,059			1,099				1,299				
2136	02/04/2017	1,249	1,119			1,179				1,349				
2137	02/04/2017	1,169	1,029			1,149								
2138	02/04/2017	1,169	1,029			1,149								
2139	02/04/2017	1,199	1,069			1,133								
2140	02/04/2017	1,279	1,159			1,219				1,394				
2141	02/04/2017	1,279	1,159			1,219				1,394				
2142	02/04/2017	1,179	1,054											
2143	02/04/2017	1,214	1,096			1,156				1,329				
2144	02/04/2017	1,269	1,156			1,216				1,384				
2145	02/04/2017	1,169	1,039											
2146	02/04/2017	1,149	1,029											
2147	02/04/2017	1,189	1,069			1,159				1,319				
2148	02/04/2017	1,149	1,029											
2149	02/04/2017	1,239	1,129			1,209				1,359				
2150	02/04/2017	1,209	1,099			1,159				1,324				
2151	02/04/2017	1,209	1,099			1,159				1,324				
2152	02/04/2017	1,269	1,156			1,216				1,384				
2153	02/04/2017	1,269	1,156			1,216				1,384				
2154	02/04/2017	1,149	1,039											
2155	02/04/2017	1,256	1,144			1,204				1,371				
2156	02/04/2017	1,199	1,079			1,129				1,319				
2157	02/04/2017	1,215	1,099											
2158	02/04/2017	1,279	1,169			1,249				1,399			0,626	
2159	02/04/2017	1,229	1,099			1,189				1,359				
2160	02/04/2017	1,239	1,129			1,209				1,389				
2161	02/04/2017	1,229	1,139			1,229				1,399				
2162	02/04/2017	1,169	1,059	0,739		1,149				1,299				
2163	02/04/2017	1,119	0,999	0,649		1,079								
2164	02/04/2017	1,117	0,997			1,037								
2165	02/04/2017	1,129	0,999			1,049				1,309				
2166	02/04/2017	1,209	1,089	0,789		1,199				1,359				
2167	02/04/2017	1,249	1,139			1,219				1,389			0,626	
2168	02/04/2017	1,249	1,139			1,219				1,389				
2169	02/04/2017	1,109	0,979											
2170	02/04/2017	1,137	1,029											
2171	02/04/2017	1,113	0,992											
2172	02/04/2017	1,269	1,119			1,179				1,384				
2173	02/04/2017	1,239	1,129			1,209				1,379				
2174	02/04/2017	1,149	1,029											
2175	02/04/2017	1,159	1,029											
2176	02/04/2017	1,219	1,099			1,179				1,319			0,602	
2177	02/04/2017	1,209	1,079			1,129				1,369				
2178	02/04/2017	1,229	1,089			1,179				1,319				
2179	02/04/2017	1,229	1,089			1,179				1,319				
2180	02/04/2017	1,259	1,138			1,224				1,401				
2181	02/04/2017	1,289	1,149			1,199				1,399				
2182	02/04/2017										0,926			
2183	02/04/2017	1,157	0,979											
2184	02/04/2017	1,259	1,159			1,229				1,369				
2185	02/04/2017	1,111	0,989											
2186	02/04/2017	1,179	1,059											
2187	02/04/2017	1,179	1,059											
2188	02/04/2017	1,273	1,159			1,219								
2189	02/04/2017	1,273	1,153	0,796		1,169				1,350				
2190	02/04/2017	1,273	1,153			1,203				1,351				
2191	02/04/2017	1,199	1,079	0,788		1,109	1,079						0,599	
2192	02/04/2017	1,272	1,152	0,826		1,172				1,349				
2193	02/04/2017	1,279	1,149			1,229								
2194	02/04/2017	1,199	1,089											
2195	02/04/2017	1,279	1,199			1,279				1,379				
2196	02/04/2017	1,279	1,169			1,249				1,409			0,602	
2197	02/04/2017	1,229	1,119			1,209				1,339				
2198	02/04/2017	1,229	1,119			1,209				1,339				
2199	02/04/2017	1,199	1,077			1,098				1,350				
2200	02/04/2017	1,229	1,119			1,179				1,344				
2201	02/04/2017	1,239	1,129			1,213				1,380				
2202	02/04/2017	1,239	1,129			1,213				1,380				
2203	02/04/2017	1,279	1,149			1,209								
2204	02/04/2017	1,189	1,067			1,089				1,329				
2205	02/04/2017	1,239	1,119											
2206	02/04/2017	1,279	1,179			1,259				1,399				
2207	02/04/2017	1,249	1,119							1,329				
2208	02/04/2017	1,169	1,049							1,289				
2209	02/04/2017	1,265	1,145			1,229				1,407				
2210	02/04/2017	1,209	1,116			1,176				1,324				
2211	02/04/2017	1,209	1,116			1,176				1,324				
2212	02/04/2017	1,209	1,089			1,159				1,309			0,645	
2213	02/04/2017		0,978											
2214	02/04/2017	1,161	1,058											
2215	02/04/2017		0,987											
2216	02/04/2017	1,189	1,079			1,139				1,299				
2217	02/04/2017	1,129	1,029			1,079				1,239				
2218	02/04/2017	1,195	1,090			1,140				1,305				
2219	02/04/2017	1,159	1,059			1,119				1,289				
2220	02/04/2017	1,159	1,049	0,729										
2221	02/04/2017	1,099	0,979											
2222	02/04/2017	1,219	1,089	0,854		1,169				1,369				
2223	02/04/2017	1,189	1,068	0,788		1,138				1,339				
2224	02/04/2017	1,209	1,089											
2225	02/04/2017	1,186	1,056	0,746						1,296				
2226	02/04/2017	1,154	1,065	0,674										
2227	02/04/2017	1,155	1,066	0,675										
2228	02/04/2017		1,065	0,695										
2229	02/04/2017	1,209	1,116			1,176				1,324				
2230	02/04/2017	1,209	1,116			1,176				1,324				
2231	02/04/2017	1,209	1,109			1,194				1,351				
2232	02/04/2017	1,209	1,109			1,194				1,351				
2233	02/04/2017	1,179	1,079											
2234	02/04/2017	1,209	1,099											
2235	02/04/2017	1,205	1,099			1,159				1,320				
2236	02/04/2017	1,205	1,099			1,159				1,320				
2237	02/04/2017	1,205	1,099			1,159				1,320				
2238	02/04/2017	1,193	1,088			1,098				1,303				
2239	02/04/2017	1,179	1,079			1,149				1,319				
2240	02/04/2017	1,214	1,109			1,169				1,324			0,645	
2241	02/04/2017	1,214	1,109			1,169				1,324				
2242	02/04/2017	1,198	1,098			1,158				1,318				
2243	02/04/2017	1,199	1,099			1,149				1,329				
2244	02/04/2017	1,205	1,099			1,159				1,320				
2245	02/04/2017	1,214	1,109			1,169				1,324				
2246	02/04/2017	1,189	1,089			1,179				1,309				
2247	02/04/2017	1,209	1,099	0,818		1,179				1,339				
2248	02/04/2017	1,209	1,099			1,169				1,319			0,645	
2249	02/04/2017	1,120	1,039											
2250	02/04/2017	1,190	1,059											
2251	02/04/2017	1,179	1,079			1,149				1,309				
2252	02/04/2017	1,209	1,099			1,169				1,319				
2253	02/04/2017	1,204	1,079	0,779						1,319				
2254	02/04/2017		1,039											
2255	02/04/2017	1,206	1,109			1,195				1,347				
2256	02/04/2017	1,179	1,049	0,633										
2257	02/04/2017	1,219	1,099			1,219								
2258	02/04/2017	1,189	1,049	0,799		1,139				1,329				
2259	02/04/2017	1,169	1,069			1,079								
2260	02/04/2017	1,219	1,109			1,159								
2261	02/04/2017	1,209	1,104			1,165				1,339				
2262	02/04/2017	1,215	1,115	0,818		1,175				1,345				
2263	02/04/2017	1,215	1,125			1,175				1,335				
2264	02/04/2017	1,159	1,049	0,729										
2265	02/04/2017	1,214	1,099			1,159				1,329				
2266	02/04/2017	1,205	1,105	0,803		1,165				1,335				
2267	02/04/2017	1,174	1,068											
2268	02/04/2017	1,189	1,059											
2269	02/04/2017	1,214	1,099			1,159				1,329				
2270	02/04/2017	1,199	1,079	0,819		1,149				1,339				
2271	02/04/2017	1,169	1,049	0,700		1,089								
2272	02/04/2017	1,179	1,079			1,129				1,299				
2273	02/04/2017		1,039											
2274	02/04/2017	1,209	1,089	0,820		1,169				1,343				
2275	02/04/2017	1,129	0,969	0,649										
2276	02/04/2017	1,158	0,997			1,027								
2277	02/04/2017	1,214	1,099			1,159				1,329				
2278	02/04/2017	1,209	1,099			1,149				1,309			0,645	
2279	02/04/2017	1,209	1,099			1,149				1,309			0,645	
2280	02/04/2017	1,139	1,039											
2281	02/04/2017	1,120	1,000			1,030								
2282	02/04/2017	1,209	1,099			1,149				1,309				
2283	02/04/2017	1,179	1,069			1,159				1,279				
2284	02/04/2017	1,199	1,089			1,139				1,299				
2285	02/04/2017	1,214	1,099			1,159				1,329				
2286	02/04/2017	1,209	1,089	0,803		1,159				1,309				
2287	02/04/2017	1,169	1,029	0,719										
2288	02/04/2017	1,209	1,104			1,194				1,339				
2289	02/04/2017	1,119	1,019			1,079								
2290	02/04/2017	1,215	1,115			1,175				1,345				
2291	02/04/2017	1,214	1,099			1,159				1,329				
2292	02/04/2017	1,225	1,125			1,185				1,355			0,650	
2293	02/04/2017	1,225	1,125			1,185				1,355				
2294	02/04/2017	1,209	1,104			1,165								
2295	02/04/2017	1,189	1,069			1,159				1,289				
2296	02/04/2017	1,169	1,089			1,179				1,289				
2297	02/04/2017	1,125	1,019											
2298	02/04/2017		1,089	0,724										
2299	02/04/2017	1,209	1,089	0,803		1,159				1,309				
2300	02/04/2017	1,179	1,079	0,728		1,089						0,738		
2301	02/04/2017	1,199	1,089			1,169				1,339				
2302	02/04/2017	1,209	1,099	0,818		1,179				1,349				
2303	02/04/2017	1,209	1,104			1,194				1,339				
2304	02/04/2017	1,209	1,104			1,194				1,339				
2305	02/04/2017	1,209	1,104			1,165								
2306	02/04/2017	1,190	1,075			1,135				1,300				
2307	02/04/2017	1,120	1,039											
2308	02/04/2017	1,167	0,999	0,730		1,059				1,267				
2309	02/04/2017	1,209	1,099			1,179				1,349				
2310	02/04/2017	1,185	1,075	0,785		1,165								
2311	02/04/2017	1,209	1,089	0,820		1,169								
2312	02/04/2017	1,209	1,089			1,169								
2313	02/04/2017	1,149	1,049											
2314	02/04/2017	1,199	1,099											
2315	02/04/2017	1,158	0,997			1,027				1,227				
2316	02/04/2017	1,205	1,099	0,779		1,159				1,320				
2317	02/04/2017	1,215	1,125			1,175				1,335				
2318	02/04/2017	1,149	1,049											
2319	02/04/2017	1,209	1,104			1,165				1,339				
2320	02/04/2017	1,214	1,109			1,169				1,334				
2321	02/04/2017	1,214	1,109			1,169				1,334				
2322	02/04/2017		1,105	0,841		1,179				1,335				
2323	02/04/2017		1,037											
2324	02/04/2017	1,219	1,118	0,859		1,184				1,349				
2325	02/04/2017	1,219	1,118	0,859		1,184				1,349				
2326	02/04/2017	1,179	1,059	0,699		1,099				1,290				
2327	02/04/2017	1,199	1,099			1,169				1,319				
2328	02/04/2017	1,149	0,989	0,679										
2329	02/04/2017	1,119	0,959	0,659										
2330	02/04/2017	1,190	1,080							1,290				
2331	02/04/2017	1,259	1,155	0,864		1,209								
2332	02/04/2017	1,239	1,109											
2333	02/04/2017	1,259	1,155			1,205				1,359				
2334	02/04/2017	1,259	1,149	0,733		1,199								
2335	02/04/2017	1,259	1,155			1,205				1,359				
2336	02/04/2017	1,234	1,139			1,199				1,349				
2337	02/04/2017	1,249	1,129	0,769		1,169								
2338	02/04/2017	1,248	1,138			1,188				1,388				
2339	02/04/2017	1,249	1,139			1,189				1,389				
2340	02/04/2017	1,249	1,109			1,169				1,389				
2341	02/04/2017	1,239	1,129	0,800		1,189				1,299				
2342	02/04/2017	1,249	1,129											
2343	02/04/2017	1,249	1,139	0,766		1,229				1,389				
2344	02/04/2017	1,239	1,109	0,849						1,359				
2345	02/04/2017	1,249	1,139	0,766		1,199								
2346	02/04/2017	1,249	1,129			1,199								
2347	02/04/2017	1,249	1,139			1,219				1,349				
2348	02/04/2017	1,189	1,049			1,139				1,339				
2349	02/04/2017	1,194	1,058			1,169				1,342				
2350	02/04/2017	1,189	1,049											
2351	02/04/2017	1,249	1,139			1,219				1,349				
2352	02/04/2017	1,189	1,049											
2353	02/04/2017	1,199				1,079								
2354	02/04/2017	1,249	1,139			1,209				1,379				
2355	02/04/2017	1,219	1,109			1,169				1,329				
2356	02/04/2017	1,229	1,109			1,159								
2357	02/04/2017	1,249	1,139			1,219				1,349			0,664	
2358	02/04/2017	1,219	1,099			1,109								
2359	02/04/2017	1,229	1,139	0,859		1,199				1,344				
2360	02/04/2017		1,099											
2361	02/04/2017	1,259	1,155			1,205				1,359			0,664	
2362	02/04/2017	1,249	1,139			1,219								
2363	02/04/2017	1,229	1,119	0,899										
2364	02/04/2017	1,259	1,155			1,205								
2365	02/04/2017	1,249	1,139			1,219								
2366	02/04/2017	1,219	1,139			1,199				1,334				
2367	02/04/2017	1,179	1,049											
2368	02/04/2017	1,239	1,099	0,709		1,159								
2369	02/04/2017	1,219	1,139	0,799										
2370	02/04/2017	1,249	1,129	0,793										
2371	02/04/2017	1,169	1,079	0,769										
2372	02/04/2017	1,249	1,139											
2373	02/04/2017		1,099											
2374	02/04/2017	1,249	1,139			1,209				1,359				
2375	02/04/2017	1,219	1,109	0,719		1,159								
2376	02/04/2017	1,229	1,119			1,199								
2377	02/04/2017	1,239	1,139											
2378	02/04/2017	1,243	1,132			1,182				1,385				
2379	02/04/2017	1,239	1,129			1,189								
2380	02/04/2017	1,229	1,139	0,779		1,199				1,344				
2381	02/04/2017	1,239	1,129	0,650										
2382	02/04/2017	1,259		0,829		1,129								
2383	02/04/2017	1,188	1,088	0,778			1,068							
2384	02/04/2017	1,219	1,139	0,790						1,390				
2385	02/04/2017	1,189	1,069											
2386	02/04/2017	1,229	1,144			1,204								
2387	02/04/2017	1,179	1,059	0,730										
2388	02/04/2017	1,235	1,109	0,815		1,169				1,385				
2389	02/04/2017	1,229	1,129											
2390	02/04/2017	1,249	1,129			1,179								
2391	02/04/2017	1,219	1,099	0,810		1,154				1,339				
2392	02/04/2017	1,256	1,129			1,169								
2393	02/04/2017	1,249	1,139			1,219								
2394	02/04/2017	1,215	1,109			1,149								
2395	02/04/2017	1,259	1,155			1,205				1,359			0,664	
2396	02/04/2017	1,249	1,139											
2397	02/04/2017	1,189	1,069											
2398	02/04/2017	1,249	1,109	0,818		1,189				1,389				
2399	02/04/2017		1,139	0,813		1,199								
2400	02/04/2017	1,189	1,039											
2401	02/04/2017	1,249	1,109			1,169								
2402	02/04/2017	1,259	1,139	0,779		1,199				1,374				
2403	02/04/2017	1,259	1,139	0,809		1,199				1,379				
2404	02/04/2017	1,169	1,079	0,766		1,139				1,284				
2405	02/04/2017	1,159	1,049											
2406	02/04/2017	1,249	1,129	0,793		1,209								
2407	02/04/2017	1,249	1,129			1,209				1,369				
2408	02/04/2017	1,249	1,159			1,209				1,369				
2409	02/04/2017	1,175	1,059											
2410	02/04/2017		1,099											
2411	02/04/2017	1,249	1,129			1,209				1,369				
2412	02/04/2017	1,209	1,119											
2413	02/04/2017	1,259	1,139	0,819						1,399				
2414	02/04/2017	1,189	1,079											
2415	02/04/2017	1,229	1,159	0,790										
2416	02/04/2017	1,249	1,159			1,189								
2417	02/04/2017	1,159	1,079	0,809						1,289				
2418	02/04/2017	1,235	1,115	0,819		1,189								
2419	02/04/2017	1,239	1,134			1,194				1,354				
2420	02/04/2017	1,249	1,139			1,219				1,349			0,664	
2421	02/04/2017	1,219	1,109			1,159				1,319				
2422	02/04/2017	1,259	1,155			1,205								
2423	02/04/2017	1,249	1,139			1,219				1,349				
2424	02/04/2017		1,099											
2425	02/04/2017	1,249	1,139											
2426	02/04/2017	1,269	1,149											
2427	02/04/2017	1,249	1,155			1,205								
2428	02/04/2017	1,249	1,139											
2429	02/04/2017	1,249	1,139	0,818										
2430	02/04/2017	1,249	1,109			1,179								
2431	02/04/2017		1,048	0,649										
2432	02/04/2017	1,249	1,109	0,818		1,169				1,389				
2433	02/04/2017	1,249	1,139	0,809		1,199								
2434	02/04/2017	1,249	1,139			1,199								
2435	02/04/2017	1,249	1,139			1,199				1,364				
2436	02/04/2017	1,200	1,075			1,150								
2437	02/04/2017	1,249	1,139			1,199				1,364				
2438	02/04/2017	1,249	1,139			1,199				1,364			0,649	
2439	02/04/2017	1,259	1,149			1,219				1,379				
2440	02/04/2017	1,249	1,155			1,205				1,349				
2441	02/04/2017	1,235	1,126			1,176				1,349				
2442	02/04/2017	1,245	1,136	0,810		1,196								
2443	02/04/2017	1,249	1,139											
2444	02/04/2017	1,249	1,129											
2445	02/04/2017	1,158	1,049											
2446	02/04/2017	1,259	1,139											
2447	02/04/2017	1,249	1,149							1,399				
2448	02/04/2017	1,249	1,139							1,389				
2449	02/04/2017	1,209	1,089	0,809										
2450	02/04/2017	1,249	1,139	0,818		1,219				1,389				
2451	02/04/2017	1,259	1,155			1,205				1,359				
2452	02/04/2017	1,259	1,155	0,864		1,209								
2453	02/04/2017	1,169	1,079	0,799		1,159								
2454	02/04/2017	1,238	1,114			1,182								
2455	02/04/2017	1,259	1,149			1,209								
2456	02/04/2017	1,259	1,154			1,214				1,374				
2457	02/04/2017	1,239	1,109	0,815										
2458	02/04/2017	1,249	1,109	0,659										
2459	02/04/2017	1,188	1,048											
2460	02/04/2017	1,259	1,119			1,204				1,359				
2461	02/04/2017	1,189	1,059			1,109				1,319				
2462	02/04/2017	1,259	1,119			1,204				1,359				
2463	02/04/2017	1,249	1,119			1,204				1,392				
2464	02/04/2017	1,187	1,047											
2465	02/04/2017	1,254	1,126	0,865										
2466	02/04/2017	1,209	1,069			1,119				1,349				
2467	02/04/2017	1,219	1,085			1,155				1,349				
2468	02/04/2017	1,214	1,073			1,143				1,344				
2469	02/04/2017	1,249	1,099			1,184				1,401				
2470	02/04/2017	1,249	1,129			1,214				1,392				
2471	02/04/2017	1,249	1,129			1,215				1,392				
2472	02/04/2017	1,169	1,029											
2473	02/04/2017	1,259	1,119			1,204				1,359				
2474	02/04/2017	1,249	1,129			1,149								
2475	02/04/2017	1,259	1,139			1,224								
2476	02/04/2017	1,229	1,139	0,849		1,199								
2477	02/04/2017	1,159	1,017											
2478	02/04/2017	1,239	1,124			1,209				1,381				
2479	02/04/2017	1,209	1,069			1,119				1,369				
2480	02/04/2017	1,249	1,105			1,165				1,389				
2481	02/04/2017	1,169	1,019											
2482	02/04/2017	1,238	1,119			1,207								
2483	02/04/2017	1,249	1,149			1,219				1,369				
