ID_ESTACION	Fecha	Precio gasolina 95	Precio gasóleo A	Precio gasóleo B	Precio bioetanol	Precio nuevo gasóleo A	Precio biodiesel	% éster metílico	% bioalcohol	Precio gasolina 98	Precio gas natural comprimido	Precio gas natural licuado	Precio gases licuados del petróleo	
4868	02/04/2017	1,189	1,089	0,818		1,169				1,299				
4869	02/04/2017	1,169	1,059			1,149				1,279				
4870	02/04/2017	1,199	1,103			1,163								
4871	02/04/2017		0,965											
4872	02/04/2017	1,209	1,099											
4873	02/04/2017	1,199	1,089	0,649										
4874	02/04/2017	1,125	0,995							1,239				
4875	02/04/2017	1,199	1,089			1,159								
4876	02/04/2017	1,179	1,059							1,319				
4877	02/04/2017	1,199	1,089			1,169				1,299				
4878	02/04/2017	1,199	1,089			1,159				1,299				
4879	02/04/2017	1,209	1,109			1,169				1,324				
4880	02/04/2017	1,199	1,089			1,139								
4881	02/04/2017	1,199	1,089			1,159				1,299				
4882	02/04/2017	1,209	1,109	0,859		1,169				1,324				
4883	02/04/2017	1,199	1,089			1,169				1,299				
4884	02/04/2017	1,235	1,135			1,185				1,345			0,646	
4885	02/04/2017	1,235	1,135			1,185				1,345				
4886	02/04/2017	1,199	1,089			1,169				1,299				
4887	02/04/2017	1,189	1,079			1,159				1,289				
4888	02/04/2017	1,199	1,089			1,139								
4889	02/04/2017	1,189	1,059			1,109				1,279				
4890	02/04/2017	1,179	1,079			1,159				1,279				
4891	02/04/2017	1,214	1,104											
4892	02/04/2017		1,085											
4893	02/04/2017	1,189	1,089			1,159				1,299				
4894	02/04/2017	1,209	1,109			1,169								
4895	02/04/2017	1,199	1,105											
4896	02/04/2017	1,210	1,089			1,169				1,289				
4897	02/04/2017	1,189	1,099			1,149				1,289				
4898	02/04/2017	1,189	1,099			1,149				1,289				
4899	02/04/2017	1,199	1,089	0,811		1,169				1,339				
4900	02/04/2017	1,223	1,106	0,779		1,166				1,338				
4901	02/04/2017			0,625										
4902	02/04/2017	1,165	1,059											
4903	02/04/2017	1,215	1,109	0,803		1,169				1,330				
4904	02/04/2017	1,225	1,109			1,169				1,340				
4905	02/04/2017	1,225	1,109			1,169				1,340				
4906	02/04/2017	1,199	1,095			1,175				1,329				
4907	02/04/2017	1,135	0,995			1,065								
4908	02/04/2017	1,145	1,025			1,085				1,235				
4909	02/04/2017	1,179	1,079			1,129				1,319				
4910	02/04/2017	1,189	1,079			1,129								
4911	02/04/2017	1,199	1,089			1,169								
4912	02/04/2017	1,189	1,079			1,129				1,329				
4913	02/04/2017	1,199	1,089			1,169				1,319				
4914	02/04/2017	1,189	1,089			1,169				1,329				
4915	02/04/2017	1,149	1,029	0,690										
4916	02/04/2017	1,189	1,089	0,818		1,169				1,299				
4917	02/04/2017	1,189	1,089			1,169				1,289				
4918	02/04/2017	1,199	1,089							1,279				
4919	02/04/2017	1,199	1,089							1,279				
4920	02/04/2017	1,209	1,119			1,169				1,309			0,648	
4921	02/04/2017		0,979	0,625										
4922	02/04/2017	1,179	1,089			1,119				1,279				
4923	02/04/2017	1,209	1,109			1,169				1,324				
4924	02/04/2017	1,179	1,069			1,109				1,279				
4925	02/04/2017	1,259				1,190								
4926	02/04/2017	1,159	1,039	0,700										
4927	02/04/2017	1,217	1,080	0,902		1,167				1,374				
4928	02/04/2017	1,189	1,079	0,819		1,149				1,309				
4929	02/04/2017	1,189	1,089			1,169				1,299				
4930	02/04/2017	1,189	1,089			1,169				1,299				
4931	02/04/2017	1,189	1,089	0,849		1,169								
4932	02/04/2017	1,175	1,059	0,749		1,089								
4933	02/04/2017	1,199	1,089			1,169				1,299				
4934	02/04/2017	1,189	1,089	0,818		1,169								
4935	02/04/2017	1,139	1,039	0,789		1,069	1,030			1,249				
4936	02/04/2017	1,129	1,039											
4937	02/04/2017	1,215	1,109			1,169				1,330				
4938	02/04/2017	1,215	1,109			1,169				1,330				
4939	02/04/2017	1,199	1,089			1,169								
4940	02/04/2017	1,209	1,109	0,639										
4941	02/04/2017	1,225	1,125			1,175				1,335				
4942	02/04/2017	1,229	1,109			1,169				1,349				
4943	02/04/2017	1,229	1,109			1,159				1,349				
4944	02/04/2017	1,159	1,029							1,289				
4945	02/04/2017	1,199	1,089	0,809		1,159				1,299				
4946	02/04/2017	1,169	1,069			1,159				1,269				
4947	02/04/2017	1,169	1,069							1,269				
4948	02/04/2017	1,209	1,109	0,774		1,169				1,324				
4949	02/04/2017		1,089			1,179								
4950	02/04/2017	1,219	1,089			1,149				1,334				
4951	02/04/2017	1,219	1,089			1,149				1,334				
4952	02/04/2017	1,159	1,029			1,029								
4953	02/04/2017	1,209	1,109			1,169				1,324				
4954	02/04/2017	1,176	1,079			1,154				1,294				
4955	02/04/2017	1,139	1,039	0,769		1,069								
4956	02/04/2017	1,199	1,089	0,803		1,159								
4957	02/04/2017	1,215	1,095			1,145				1,315				
4958	02/04/2017	1,155	1,045							1,210				
4959	02/04/2017		0,979	0,618										
4960	02/04/2017	1,149	1,036			1,126								
4961	02/04/2017	1,199	1,089			1,169				1,309				
4962	02/04/2017	1,189	1,049			1,189				1,319				
4963	02/04/2017	1,199	1,089			1,169				1,309				
4964	02/04/2017	1,154	1,041			1,111				1,284				
4965	02/04/2017	1,179	1,079	0,829		1,139								
4966	02/04/2017	1,139	0,999							1,249				
4967	02/04/2017	1,189	1,079			1,129				1,329				
4968	02/04/2017	1,139	1,039											
4969	02/04/2017	1,189	1,089			1,169				1,299				
4970	02/04/2017	1,129	1,020											
4971	02/04/2017	1,115	0,994											
4972	02/04/2017		1,119											
4973	02/04/2017	1,251	1,119	0,769		1,177								
4974	02/04/2017	1,219	1,119			1,179				1,299				
4975	02/04/2017	1,259	1,139	0,800		1,219				1,379				
4976	02/04/2017	1,170	1,039	0,659						1,250				
4977	02/04/2017	1,117	0,996											
4978	02/04/2017	1,169	1,029	0,657		1,079				1,259				
4979	02/04/2017	1,154	1,028			1,098				1,284				
4980	02/04/2017	1,179	1,059							1,309				
4981	02/04/2017	1,269	1,149			1,229				1,409				
4982	02/04/2017	1,239	1,119	0,759		1,179								
4983	02/04/2017	1,259	1,139			1,219				1,399				
4984	02/04/2017	1,289	1,184			1,254				1,404				
4985	02/04/2017	1,289	1,184			1,254				1,404				
4986	02/04/2017	1,228	1,098	0,729		1,139				1,309				
4987	02/04/2017	1,269	1,119			1,199				1,409				
4988	02/04/2017	1,269	1,129	0,800		1,179				1,369				
4989	02/04/2017	1,229	1,098	0,757						1,328				
4990	02/04/2017			0,675										
4991	02/04/2017	1,279	1,139			1,189				1,379				
4992	02/04/2017		0,993	0,638										
4993	02/04/2017	1,130	1,010											
4994	02/04/2017	1,259	1,139	0,800		1,219								
4995	02/04/2017	1,193	1,049	0,679										
4996	02/04/2017	1,239	1,139	0,769		1,199				1,369				
4997	02/04/2017	1,180	1,050	0,680										
4998	02/04/2017	1,116	0,995											
4999	02/04/2017	1,259	1,139							1,401				
5000	02/04/2017	1,196	1,069											
5001	02/04/2017	1,269	1,149	0,800		1,199								
5002	02/04/2017	1,269	1,149	0,800		1,199				1,369				
5003	02/04/2017	1,255	1,126			1,169				1,369			0,679	
5004	02/04/2017	1,259	1,149			1,199								
5005	02/04/2017	1,249	1,149			1,199				1,349				
5006	02/04/2017		0,998											
5007	02/04/2017	1,259	1,119			1,179				1,399				
5008	02/04/2017	1,130	0,999			1,108								
5009	02/04/2017	1,175	1,055			1,085								
5010	02/04/2017	1,269	1,149			1,219				1,369				
5011	02/04/2017	1,149	1,047											
5012	02/04/2017	1,269	1,149			1,219				1,409				
5013	02/04/2017	1,269	1,149			1,219				1,409				
5014	02/04/2017	1,155	1,053											
5015	02/04/2017	1,237	1,130	0,807						1,359			0,650	
5016	02/04/2017	1,179	1,039	0,667		1,089								
5017	02/04/2017	1,196	1,038			1,108				1,326				
5018	02/04/2017	1,115	0,994											
5019	02/04/2017	1,180	1,045	0,670										
5020	02/04/2017	1,289	1,184			1,254				1,404				
5021	02/04/2017	1,289	1,184			1,254				1,404				
5022	02/04/2017	1,269	1,149			1,199				1,369				
5023	02/04/2017	1,200	1,030	0,640										
5024	02/04/2017	1,239	1,139							1,369				
5025	02/04/2017	1,114	0,993											
5026	02/04/2017	1,249	1,139			1,189				1,375				
5027	02/04/2017	1,205	1,129	0,854		1,195								
5028	02/04/2017	1,282	1,148											
5029	02/04/2017	1,240	1,140	0,830		1,190				1,340				
5030	02/04/2017	1,119	0,999											
5031	02/04/2017	1,234	1,132			1,183				1,349				
5032	02/04/2017	1,249	1,139	0,848										
5033	02/04/2017	1,265	1,144			1,214				1,380				
5034	02/04/2017	1,269	1,145			1,205								
5035	02/04/2017	1,208	1,051			1,091								
5036	02/04/2017	1,219	1,109	0,700		1,175								
5037	02/04/2017	1,114	0,993			1,033								
5038	02/04/2017	1,159	1,029											
5039	02/04/2017	1,115	0,994											
5040	02/04/2017	1,229	1,119			1,209				1,349				
5041	02/04/2017	1,279	1,155			1,225				1,399			0,661	
5042	02/04/2017	1,225	1,125			1,185				1,399			0,690	
5043	02/04/2017	1,269	1,109	0,790		1,189				1,379				
5044	02/04/2017	1,114	0,993							1,187				
5045	02/04/2017		0,993	0,638										
5046	02/04/2017	1,249	1,139	0,809		1,209				1,364				
5047	02/04/2017	1,133	1,002	0,627		1,016								
5048	02/04/2017			0,678										
5049	02/04/2017		1,054											
5050	02/04/2017	1,106	0,994	0,651										
5051	02/04/2017	1,258	1,138	0,808		1,188								
5052	02/04/2017	1,225	1,085							1,335				
5053	02/04/2017	1,199	1,078											
5054	02/04/2017		1,050	0,670										
5055	02/04/2017	1,239	1,129			1,179				1,339				
5056	02/04/2017	1,249	1,139			1,209				1,364				
5057	02/04/2017	1,244	1,136			1,206				1,359				
5058	02/04/2017	1,247	1,147							1,364				
5059	02/04/2017	1,309	1,149											
5060	02/04/2017	1,239	1,129			1,179				1,390				
5061	02/04/2017	1,233	1,112	0,800		1,162				1,337				
5062	02/04/2017	1,249	1,119			1,169								
5063	02/04/2017	1,149	1,029											
5064	02/04/2017	1,244	1,136			1,206				1,359				
5065	02/04/2017	1,244	1,136			1,206				1,359				
5066	02/04/2017	1,244	1,136			1,206				1,359				
5067	02/04/2017	1,259	1,129			1,179				1,359				
5068	02/04/2017	1,259	1,129			1,179				1,359				
5069	02/04/2017												0,680	
5070	02/04/2017		1,136	0,789										
5071	02/04/2017		1,074											
5072	02/04/2017	1,117	0,995											
5073	02/04/2017	1,259	1,129	0,800						1,359				
5074	02/04/2017		0,999											
5075	02/04/2017	1,229	1,129			1,179				1,329				
5076	02/04/2017	1,116	0,994											
5077	02/04/2017		0,995											
5078	02/04/2017	1,249	1,139			1,209				1,364				
5079	02/04/2017	1,229	1,109			1,139				1,319				
5080	02/04/2017	1,229	1,129			1,179				1,329			0,680	
5081	02/04/2017	1,129	1,019											
5082	02/04/2017	1,160	1,050											
5083	02/04/2017	1,143	1,015	0,639										
5084	02/04/2017	1,269	1,149	0,812						1,369				
5085	02/04/2017	1,184	1,065			1,109				1,319				
5086	02/04/2017	1,249	1,139			1,209				1,364				
5087	02/04/2017	1,269	1,149	0,812		1,229				1,369				
5088	02/04/2017	1,245	1,126	0,799						1,376				
5089	02/04/2017	1,287	1,174			1,238				1,406				
5090	02/04/2017	1,124	0,993	0,644			0,993			1,197				
5091	02/04/2017	1,215	1,093	0,750									0,550	
5092	02/04/2017	1,199	1,069			1,119				1,318				
5093	02/04/2017		1,019											
5094	02/04/2017		0,993	0,638										
5095	02/04/2017	1,244	1,136	0,846		1,206				1,359				
5096	02/04/2017	1,259	1,159	0,859		1,229				1,374				
5097	02/04/2017	1,239	1,119	0,805		1,179				1,369				
5098	02/04/2017	1,115	0,994											
5099	02/04/2017	1,269	1,179			1,259				1,409				
5100	02/04/2017	1,254	1,138							1,359				
5101	02/04/2017	1,164	1,057	0,660										
5102	02/04/2017	1,119	0,989							1,188				
5103	02/04/2017	1,259	1,139			1,219				1,399				
5104	02/04/2017	1,210	1,138	0,660						1,375				
5105	02/04/2017	1,119	0,999											
5106	02/04/2017	1,245	1,126			1,183				1,376				
5107	02/04/2017	1,269	1,169			1,219				1,389				
5108	02/04/2017	1,229	1,109	0,769		1,169				1,359				
5109	02/04/2017	1,115	0,993											
5110	02/04/2017	1,239	1,129							1,359				
5111	02/04/2017	1,120	0,998											
5112	02/04/2017	1,269	1,139	0,810		1,189								
5113	02/04/2017	1,244	1,136			1,206				1,359				
5114	02/04/2017	1,149	1,039			1,109								
5115	02/04/2017	1,114	0,993											
5116	02/04/2017		1,145											
5117	02/04/2017	1,269	1,145			1,215								
5118	02/04/2017	1,269	1,145	0,871		1,215				1,389				
5119	02/04/2017	1,113	0,992			1,032								
5120	02/04/2017	1,199	1,079	0,788		1,109	1,079							
5121	02/04/2017	1,249	1,139			1,189				1,369				
5122	02/04/2017	1,249	1,139	0,795						1,349				
5123	02/04/2017	1,169	1,039											
5124	02/04/2017	1,169	1,039											
5125	02/04/2017	1,189	1,079											
5126	02/04/2017	1,215	1,155	0,885						1,335				
5127	02/04/2017	1,114	0,993											
5128	02/04/2017	1,117	0,995							1,189				
5129	02/04/2017	1,269	1,149			1,219				1,369				
5130	02/04/2017		1,050							1,259				
5131	02/04/2017		1,050							1,259				
5132	02/04/2017		1,078											
5133	02/04/2017	1,269	1,139	0,810		1,189				1,409				
5134	02/04/2017	1,172	1,064	0,677										
5135	02/04/2017	1,149	1,029											
5136	02/04/2017	1,235	1,120	0,810		1,180				1,360				
5137	02/04/2017	1,118	0,996											
5138	02/04/2017	1,118	0,996											
5139	02/04/2017	1,269	1,189											
5140	02/04/2017	1,219	1,059	0,780		1,109				1,319				
5141	02/04/2017	1,219	1,099			1,149				1,339				
5142	02/04/2017	1,154	1,050	0,776										
5143	02/04/2017	1,115	0,993											
5144	02/04/2017	1,289	1,199							1,429				
5145	02/04/2017	1,289	1,199			1,279				1,429				
5146	02/04/2017	1,289	1,179											
5147	02/04/2017	1,269	1,149			1,229				1,409				
5148	02/04/2017	1,269	1,179			1,259				1,389				
5149	02/04/2017	1,279	1,189			1,269				1,419				
5150	02/04/2017	1,240	1,140											
5151	02/04/2017	1,244	1,144			1,214				1,359				
5152	02/04/2017	1,209	1,139			1,189								
5153	02/04/2017		1,164											
5154	02/04/2017	1,264	1,153	0,789		1,213				1,379				
5155	02/04/2017	1,269	1,159	0,803		1,209								
5156	02/04/2017	1,269	1,154	0,769		1,214								
5157	02/04/2017	1,269	1,159	0,809		1,219				1,389				
5158	02/04/2017	1,207	1,098	0,768		1,198				1,363				
5159	02/04/2017	1,269	1,179	0,803		1,259				1,409				
5160	02/04/2017	1,255	1,149	0,890						1,398				
5161	02/04/2017	1,269	1,169			1,219				1,369				
5162	02/04/2017	1,259	1,149	0,809						1,369				
5163	02/04/2017	1,259	1,139			1,209				1,399				
5164	02/04/2017	1,259	1,169	0,803		1,229								
5165	02/04/2017	1,269	1,169	0,803		1,239								
5166	02/04/2017	1,179	1,055	0,843						1,259				
5167	02/04/2017	1,269	1,159	0,798		1,239								
5168	02/04/2017	1,208	1,100	0,770		1,208								
5169	02/04/2017	1,204	1,054											
5170	02/04/2017	1,259	1,139			1,219				1,399			0,669	
5171	02/04/2017	1,259	1,169	0,803		1,229				1,399				
5172	02/04/2017	1,259	1,169	0,803		1,229				1,399				
5173	02/04/2017	1,219	1,099	0,699										
5174	02/04/2017	1,264	1,156			1,216				1,379				
5175	02/04/2017	1,264	1,156			1,216				1,379				
5176	02/04/2017	1,209	1,099	0,804						1,324				
5177	02/04/2017	1,279	1,159			1,209				1,399				
5178	02/04/2017	1,259	1,159	0,803		1,219				1,399				
5179	02/04/2017	1,200	1,149	0,799		1,219								
5180	02/04/2017	1,269	1,159	0,809		1,229								
5181	02/04/2017	1,249	1,139	0,699		1,199				1,369				
5182	02/04/2017	1,259	1,139			1,199				1,399				
5183	02/04/2017	1,216	1,106											
5184	02/04/2017	1,259	1,159	0,803		1,229				1,399				
5185	02/04/2017	1,269	1,159	0,803		1,229				1,409				
5186	02/04/2017	1,274	1,154	0,799		1,214								
5187	02/04/2017	1,269	1,159											
5188	02/04/2017	1,259	1,139			1,189				1,374				
5189	02/04/2017	1,259	1,139			1,189				1,374				
5190	02/04/2017	1,259	1,159	0,812		1,219								
5191	02/04/2017	1,336	1,133	0,806		1,189								
5192	02/04/2017	1,229	1,119	0,799		1,209				1,369				
5193	02/04/2017	1,279	1,159			1,209				1,399				
5194	02/04/2017	1,219	1,099			1,159				1,334				
5195	02/04/2017	1,269	1,159			1,219				1,384				
5196	02/04/2017	1,279	1,159	0,803		1,209				1,399				
5197	02/04/2017	1,259	1,159	0,816		1,209				1,379				
5198	02/04/2017	1,279	1,159			1,209				1,399				
5199	02/04/2017	1,219	1,094			1,144								
5200	02/04/2017	1,279	1,159			1,209								
5201	02/04/2017	1,209	1,099			1,149				1,349				
5202	02/04/2017	1,249	1,139			1,229				1,389				
5203	02/04/2017	1,289	1,169			1,219				1,409				
5204	02/04/2017	1,289	1,169			1,219				1,409				
5205	02/04/2017	1,279	1,159			1,209				1,399				
5206	02/04/2017	1,279	1,159			1,209				1,399				
5207	02/04/2017	1,279	1,159			1,209				1,399				
5208	02/04/2017	1,112	0,999							1,249				
5209	02/04/2017	1,249	1,109											
5210	02/04/2017	1,289	1,169			1,219								
5211	02/04/2017	1,279	1,159			1,209				1,399				
5212	02/04/2017	1,269	1,149			1,199				1,389			0,669	
5213	02/04/2017	1,279	1,159			1,209				1,399				
5214	02/04/2017	1,259	1,159	0,809		1,219								
5215	02/04/2017	1,279	1,179	0,803		1,259				1,379				
5216	02/04/2017	1,259	1,169			1,229				1,399				
5217	02/04/2017	1,259	1,169			1,229				1,399				
5218	02/04/2017	1,259	1,149	0,789		1,209				1,374				
5219	02/04/2017	1,259	1,169			1,259				1,399				
5220	02/04/2017	1,249	1,159											
5221	02/04/2017	1,259	1,169	0,799		1,219				1,399				
5222	02/04/2017	1,269	1,159	0,819										
5223	02/04/2017	1,249	1,149	0,789						1,399				
5224	02/04/2017	1,179	1,039							1,299				
5225	02/04/2017	1,249	1,149							1,369				
5226	02/04/2017	1,279	1,159			1,209				1,399				
5227	02/04/2017	1,249	1,159	0,811						1,379				
5228	02/04/2017	1,279	1,159							1,429				
5229	02/04/2017	1,269	1,149	0,769		1,199				1,350				
5230	02/04/2017	1,258	1,148	0,818						1,358				
5231	02/04/2017	1,269	1,165	0,803		1,215				1,369				
5232	02/04/2017	1,259	1,159	0,803		1,229								
5233	02/04/2017	1,269	1,148	0,809		1,219								
5234	02/04/2017	1,279	1,159			1,239				1,399				
5235	02/04/2017	1,180	1,060	0,770		1,190				1,330				
5236	02/04/2017	1,269	1,169			1,249				1,409				
5237	02/04/2017	1,259	1,159	0,803		1,209								
5238	02/04/2017	1,259	1,169	0,803		1,249				1,399				
5239	02/04/2017	1,199	1,089							1,339				
5240	02/04/2017	1,259	1,149											
5241	02/04/2017	1,279	1,189			1,269								
5242	02/04/2017	1,259	1,149	0,819		1,209								
5243	02/04/2017	1,259	1,159	0,803										
5244	02/04/2017	1,279	1,159			1,209								
5245	02/04/2017	1,204	1,089	0,739		1,149				1,319				
5246	02/04/2017		1,089	0,757										
5247	02/04/2017	1,269	1,169	0,789		1,229								
5248	02/04/2017	1,250	1,134	0,799		1,194				1,374				
5249	02/04/2017	1,269	1,159	0,803		1,239				1,409				
5250	02/04/2017	1,269	1,159	0,799		1,219								
5251	02/04/2017	1,269	1,169	0,803		1,219				1,369				
5252	02/04/2017	1,269	1,169	0,803		1,219				1,369				
5253	02/04/2017	1,259	1,169	0,798		1,219				1,359				
5254	02/04/2017	1,264	1,153	0,789		1,213				1,379				
5255	02/04/2017	1,229	1,079											
5256	02/04/2017	1,189	1,069											
5257	02/04/2017	1,259	1,139			1,219				1,399				
5258	02/04/2017	1,259	1,139			1,219								
5259	02/04/2017	1,259	1,139			1,219				1,399				
5260	02/04/2017	1,259	1,169	0,808		1,219				1,359				
5261	02/04/2017	1,259	1,139			1,219								
5262	02/04/2017	1,179	1,079											
5263	02/04/2017	1,235	1,109	0,803		1,189				1,375			0,646	
5264	02/04/2017	1,235	1,109	0,803		1,189				1,375			0,646	
5265	02/04/2017	1,199	1,069							1,289				
5266	02/04/2017	1,229	1,109			1,169				1,329				
5267	02/04/2017	1,169	1,039			1,059								
5268	02/04/2017	1,219	1,059			1,119				1,319			0,598	
5269	02/04/2017	1,219	1,059			1,119				1,319			0,598	
5270	02/04/2017	1,209	1,049			1,109				1,309				
5271	02/04/2017	1,219	1,089			1,149				1,349				
5272	02/04/2017	1,235	1,089			1,169				1,335				
5273	02/04/2017	1,225	1,089			1,169				1,355			0,646	
5274	02/04/2017	1,219	1,059			1,119				1,319				
5275	02/04/2017	1,209	1,089			1,169				1,329				
5276	02/04/2017	1,209	1,079			1,129				1,319				
5277	02/04/2017	1,229	1,089			1,169				1,369				
5278	02/04/2017	1,229	1,099			1,179				1,369				
5279	02/04/2017	1,209	1,089			1,169				1,329				
5280	02/04/2017	1,149	1,029			1,049				1,249				
5281	02/04/2017		1,089			1,189				1,341				
5282	02/04/2017	1,181	1,044			1,114				1,311				
5283	02/04/2017	1,219	1,059			1,119				1,319				
5284	02/04/2017	1,225	1,089			1,169				1,355			0,646	
5285	02/04/2017	1,219	1,089			1,159				1,339				
5286	02/04/2017	1,219	1,109			1,169				1,334				
5287	02/04/2017		1,060											
5288	02/04/2017	1,185	1,065											
5289	02/04/2017	1,209	1,123			1,183				1,324				
5290	02/04/2017	1,189	1,079			1,164				1,331				
5291	02/04/2017	1,179	1,069			1,159				1,339				
5292	02/04/2017	1,179	1,069			1,159				1,339			0,598	
5293	02/04/2017	1,188	1,081			1,151				1,318				
5294	02/04/2017	1,199	1,103			1,173				1,329				
5295	02/04/2017	1,189	1,079			1,129				1,329				
5296	02/04/2017	1,219	1,129			1,209				1,359				
5297	02/04/2017	1,209	1,129			1,209				1,349			0,646	
5298	02/04/2017	1,209	1,129			1,209				1,349				
5299	02/04/2017		1,169			1,238				1,374				
5300	02/04/2017	1,189	1,079			1,164				1,331				
5301	02/04/2017	1,189	1,079			1,164				1,331				
5302	02/04/2017	1,139	1,019			1,069				1,259				
5303	02/04/2017	1,199	1,109			1,169				1,329				
5304	02/04/2017	1,209	1,129			1,209				1,349				
5305	02/04/2017	1,219	1,129											
5306	02/04/2017	1,169	1,049			1,079				1,269				
5307	02/04/2017	1,209	1,079			1,139				1,369				
5308	02/04/2017	1,199	1,099			1,189				1,349				
5309	02/04/2017	1,199	1,099			1,189				1,349				
5310	02/04/2017	1,194	1,084			1,169				1,336				
5311	02/04/2017	1,194	1,084			1,169				1,336				
5312	02/04/2017	1,089	0,975			1,048				1,258				
5313	02/04/2017	1,209	1,109			1,169				1,324				
5314	02/04/2017	1,235	1,089			1,169				1,365			0,607	
5315	02/04/2017	1,209	1,099			1,189				1,351				
5316	02/04/2017	1,169	1,047											
5317	02/04/2017	1,158	1,048			1,068				1,298			0,607	
5318	02/04/2017	1,209	1,089			1,179				1,349				
5319	02/04/2017	1,206	1,075			1,161				1,348			0,590	
5320	02/04/2017	1,164	1,044			1,114								
5321	02/04/2017	1,204	1,084			1,169				1,346				
5322	02/04/2017	1,204	1,084			1,169				1,346				
5323	02/04/2017	1,162	1,042											
5324	02/04/2017	1,158	1,048			1,058				1,268				
5325	02/04/2017	1,209	1,079			1,139				1,349				
5326	02/04/2017	1,189	1,079	0,734		1,109				1,299				
5327	02/04/2017	1,146	1,036											
5328	02/04/2017	1,139	1,029											
5329	02/04/2017	1,139	1,029											
5330	02/04/2017										0,926			
5331	02/04/2017	1,179	1,059			1,099				1,289			0,590	
5332	02/04/2017	1,199	1,079			1,164				1,341				
5333	02/04/2017	1,229	1,109			1,169				1,344				
5334	02/04/2017	1,219	1,095			1,155				1,369				
5335	02/04/2017	1,219	1,095			1,155				1,369				
5336	02/04/2017	1,214	1,094			1,179				1,356				
5337	02/04/2017	1,209	1,109			1,169				1,324				
5338	02/04/2017	1,219	1,099			1,194				1,371				
5339	02/04/2017	1,189	1,059			1,069								
5340	02/04/2017	1,209	1,109	0,848		1,169				1,324				
5341	02/04/2017	1,209	1,079	0,835						1,329				
5342	02/04/2017	1,117	0,987							1,239				
5343	02/04/2017	1,199	1,052			1,109				1,304				
5344	02/04/2017	1,117	0,987											
5345	02/04/2017	1,205	1,099			1,159				1,320				
5346	02/04/2017	1,179	1,079			1,089								
5347	02/04/2017	1,139	1,009			1,019								
5348	02/04/2017	1,189	1,079			1,164				1,331				
5349	02/04/2017	1,179	1,079			1,164				1,321				
5350	02/04/2017	1,192	1,082			1,142								
5351	02/04/2017	1,192	1,082			1,142								
5352	02/04/2017	1,127	0,997											
5353	02/04/2017	1,118	0,988											
5354	02/04/2017	1,128	0,998											
5355	02/04/2017	1,169	1,055			1,085				1,309				
5356	02/04/2017	1,239	1,129			1,209				1,339			0,646	
5357	02/04/2017	1,149	1,029											
5358	02/04/2017	1,155	1,059			1,139				1,308				
5359	02/04/2017	1,219	1,119			1,209				1,329				
5360	02/04/2017	1,219	1,119			1,209								
5361	02/04/2017	1,219	1,119			1,209				1,329				
5362	02/04/2017	1,219	1,109	0,859		1,169				1,334				
5363	02/04/2017	1,215	1,108			1,167				1,316				
5364	02/04/2017	1,199	1,075											
5365	02/04/2017	1,219	1,089			1,149				1,334				
5366	02/04/2017	1,215	1,109			1,169								
5367	02/04/2017	1,235	1,135			1,195				1,365				
5368	02/04/2017	1,245	1,129			1,209								
5369	02/04/2017	1,219	1,099			1,149				1,349				
5370	02/04/2017	1,219	1,079											
5371	02/04/2017	1,199	1,109			1,149				1,318				
5372	02/04/2017	1,245	1,129			1,209				1,375				
5373	02/04/2017	1,209	1,099	0,805		1,159				1,327				
5374	02/04/2017	1,235	1,119											
5375	02/04/2017	1,229	1,109	0,779		1,169				1,329				
5376	02/04/2017	1,119	0,989											
5377	02/04/2017	1,199	1,079			1,109				1,309				
5378	02/04/2017	1,189	1,069			1,164				1,349				
5379	02/04/2017	1,159	1,049			1,079				1,269				
5380	02/04/2017	1,164	1,059			1,129				1,294				
5381	02/04/2017	1,159	1,039			1,049								
5382	02/04/2017	1,189	1,089			1,109								
5383	02/04/2017	1,179	1,059			1,119				1,359				
5384	02/04/2017	1,175	1,079			1,149				1,305				
5385	02/04/2017	1,205	1,099			1,169								
5386	02/04/2017	1,215	1,109			1,189				1,355				
5387	02/04/2017	1,229	1,119			1,179				1,344				
5388	02/04/2017	1,209	1,109			1,169				1,329				
5389	02/04/2017	1,209	1,109			1,169				1,329				
5390	02/04/2017	1,159	1,029											
5391	02/04/2017	1,205	1,099			1,169				1,345				
5392	02/04/2017	1,225	1,119			1,199				1,365				
5393	02/04/2017	1,219	1,089			1,174				1,361				
5394	02/04/2017	1,219	1,089			1,169				1,349				
5395	02/04/2017	1,229	1,115			1,175				1,344				
5396	02/04/2017	1,209	1,079			1,109				1,349				
5397	02/04/2017	1,225	1,109	0,793		1,189				1,345				
5398	02/04/2017	1,199	1,119			1,189				1,339				
5399	02/04/2017	1,199	1,119			1,189								
5400	02/04/2017	1,235	1,119			1,189				1,345			0,646	
5401	02/04/2017	1,235	1,119			1,189								
5402	02/04/2017	1,199	1,079			1,169				1,319				
5403	02/04/2017	1,169	1,049			1,129				1,289				
5404	02/04/2017	1,235	1,119			1,189				1,345				
5405	02/04/2017	1,219	1,089			1,149				1,349				
5406	02/04/2017	1,235	1,119			1,189				1,345				
5407	02/04/2017	1,215	1,109			1,169				1,330				
5408	02/04/2017	1,179	1,059							1,299				
5409	02/04/2017	1,219	1,089			1,149				1,349				
5410	02/04/2017	1,235	1,119			1,199				1,375				
5411	02/04/2017	1,235	1,119			1,199				1,375				
5412	02/04/2017	1,255	1,119			1,199				1,395				
