ID_ESTACION	Provincia	Municipio	Localidad	Código postal	Dirección	Margen	Longitud	Latitud	Rótulo	Tipo venta	Rem.	Horario
153	ALBACETE	MONTEALEGRE DEL CASTILLO	MONTEALEGRE DEL CASTILLO	02650	POLIGONO MOLARES, 8	D	-1,316750	38,797250	MONTGASOLEOS	P	dm	L-D: 07:00-21:00
154	ALBACETE	MONTEALEGRE DEL CASTILLO	MONTEALEGRE DEL CASTILLO	02650	CALLE CAPATAZ SANTIAGO, 23	I	-1,330250	38,785917	LOS CORRALES	P	dm	L-D: 07:00-21:00
155	ALBACETE	MUNERA	MUNERA	02612	CALLE POZO (EL), 106	D	-2,485028	39,043806	INPEALSA	P	dm	L-D: 06:30-22:30
156	ALBACETE	NERPIO	NERPIO	02530	CR AB-702, 45,6	D	-2,293444	38,151167	CAMPSA	P	OM	L-D: 07:00-21:00
157	ALBACETE	ONTUR	ONTUR	02652	CAMINO DE HELLIN S/N	D	-1,508329	38,609542	COOPERATIVA SAN JOSE	P	dm	L-D: 24H
158	ALBACETE	ONTUR	ONTUR	02652	CRTA.CM km KM297,5	I	-1,497667	38,622944	CAMPSA	P	OM	L-D: 07:00-21:00
159	ALBACETE	OSSA DE MONTIEL	OSSA DE MONTIEL	02611	CARRETERA N 430 KM. 429	I	-2,751500	38,967167	REPSOL	P	OM	L-D: 07:00-22:00
160	ALBACETE	POZO CAÑADA	POZO CAÑADA	02099	CALLE ANTONIO MACHADO, 2	D	-1,736389	38,805278	E.S. LEDAÑA 	P	dm	"L-V: 07:00-22:00; S: 09:00-14:00"
161	ALBACETE	POZOHONDO	POZOHONDO	02141	CR CM-313 61,7	I	-1,910750	38,717556	CAMPSA	P	OM	L-D: 07:00-22:00
162	ALBACETE	POZO-LORENTE	POZO-LORENTE	02154	POLIGONO PARAJE RECIAL, 2	I	-1,512611	39,081278	SAT SANTA CRUZ DE POZO LORENTE	P	dm	L-D: 24H
163	ALBACETE	POZUELO	POZUELO	02327	CARRETERA M 313 KM. 50	I	-2,098778	38,804722	INLOCOR S.L.	P	dm	L-D: 07:00-22:00
164	ALBACETE	RIÓPAR	RIOPAR	02450	CARRETERA CM-412 KM. 199,5	I	-2,411444	38,493528	CEPSA	P	OM	L-D: 08:00-22:00
165	ALBACETE	ROBLEDO	ROBLEDO	02340	CARRETERA NACIONAL 320 KM. 289	D	-2,450028	38,771194	CANOIL	P	dm	L-D: 06:00-23:00
166	ALBACETE	RODA (LA)	RODA (LA)	02630	MARTIRES 209	D	-2,171778	39,212861	CEPSA	P	OM	"L-V: 07:00-14:29 y 14:30-22:30; S-D: 08:00-15:00 y 15:01-22:30"
167	ALBACETE	RODA (LA)	RODA (LA)	02630	CALLE ALFREDO ATIENZA, 156	D	-2,149000	39,201667	REPSOL	P	OM	L-D: 24H
168	ALBACETE	RODA (LA)	RODA (LA)	02630	AUTOVIA A-31 KM. 34,50	I	-2,186083	39,225000	GALP	P	dm	L-D: 07:00-23:00
169	ALBACETE	RODA (LA)	RODA (LA)	02630	CARRETERA A-31 KM. 50	D	-2,051250	39,143972	GALP	P	dm	L-D: 06:00-22:00
170	ALBACETE	RODA (LA)	RODA (LA)	02630	CARRETERA CM-3114 KM. 0,1	I	-2,156667	39,213722	CAMPSA	P	OM	L-S: 06:00-22:00
171	ALBACETE	RODA (LA)	RODA (LA)	02630	CARRETERA AB101 KM. 0,2	N	-2,158028	39,218389	GASPLAY	P	dm	L-D: 24H
172	ALBACETE	RODA (LA)	RODA (LA)	02630	AUTOVIA A-31 KM. 40	D	-2,166444	39,212972	REPSOL	P	OM	L-D: 24H
173	ALBACETE	RODA (LA)	RODA (LA)	02630	CR NACIONAL 301, KM 209,5	N	-2,171028	39,212361	CASA JUANITO RESTAURANTE	P	dm	L-D: 06:00-01:00
174	ALBACETE	SOCOVOS	SOCOVOS	02435	AVENIDA DE LA PAZ, 3	D	-1,981861	38,331361	NAVARRO Y VALERO, S.L	P	dm	"L-S: 06:00-22:00; D: 06:30-22:00"
175	ALBACETE	TARAZONA DE LA MANCHA	TARAZONA DE LA MANCHA	02100	AVENIDA ALBACETE, 35	D	-1,912194	39,256194	LA GAVIOTA GASOLINERAS	P	dm	L-D: 24H
176	ALBACETE	TARAZONA DE LA MANCHA	TARAZONA DE LA MANCHA	02100	CL AVENIDA DE LA RODA, 1	I	-1,911389	39,259750	REPSOL	P	dm	L-D: 07:00-23:00
177	ALBACETE	TOBARRA	TOBARRA	02500	CAMINO CAMINO DEL GUIJARRAL, 0	I	-1,694083	38,603306	SAN ROQUE DE TOBARRA S. COOP. DE C-LM	P	dm	L-D: 06:00-22:00
178	ALBACETE	TOBARRA	TOBARRA	02500	AVENIDA GUARDIA CIVIL, 233	D	-1,680917	38,602278	REPSOL	P	dm	L-D: 24H
179	ALBACETE	TOBARRA	TOBARRA	02500	AVENIDA GUARDIA CIVIL, 114	D	-1,685417	38,594639	E.S. TOBARRA	P	dm	L-D: 07:00-22:00
180	ALBACETE	VALDEGANGA	VALDEGANGA	02150	C/. FEDERICO GARCIA LORCA, 47	D	-1,679528	39,131944	Nº 15.526	P	dm	L-D: 07:00-23:00
181	ALBACETE	VILLAMALEA	VILLAMALEA	02270	CARRETERA CM-3201 KM. 22,70	D	-1,592778	39,366861	REPSOL	P	OM	L-S: 06:00-22:00
182	ALBACETE	VILLAPALACIOS	VILLAPALACIOS	02350	CR N-322, 258,8	D	-2,626222	38,581722	REPSOL	P	dm	L-D: 07:00-22:00
183	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	CARRETERA DE LAS MESAS KM. 005	N	-2,617083	39,272250	ESTACIÓN DE SERVICIO AVENIDA DEL OESTE	P	dm	L: 06:00-00:30
184	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	AVENIDA REYES CATOLICOS, 26	D	-2,599417	39,261472	CEPSA	P	dm	L-D: 06:00-22:00
185	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	AVENIDA REYES CATOLICOS, 133	D	-2,591722	39,277056	BP OIL ESPAÑA, S.A.	P	dm	L-D: 24H
186	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	CALLE DOS DE MAYO, 167	I	-2,602028	39,278222	REPSOL	P	dm	L-D: 06:00-00:00
187	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	AUTOVIA A-43 KM. 129	D	-2,586778	39,258778	REPSOL	P	dm	L-D: 24H
188	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	AVENIDA REYES CATÓLICOS (APARCAMIENTO DEL CARREFOUR), S/N	N	-2,579639	39,285722	CARREFOUR	P	dm	L-S: 08:00-22:00
189	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	AVENIDA REYES CATOLICOS, S/N	N	-2,590028	39,276944	VEN Y VEN OIL	P	dm	L-D: 06:00-00:00
190	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	AVENIDA REYES CATÓLICOS, 108	N	-2,594111	39,272056	GALP	P	OM	L-D: 24H
191	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	CARRETERA NACIONAL 310 KM. 137,7	I	-2,567139	39,293722	REPSOL	P	OM	L-D: 06:00-14:00 y 15:00-22:00
192	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	CARRETERA OSSA DE MONTIEL KM. 21	I	-2,613778	39,257528	REPSOL	P	OM	"L-S: 06:00-22:00; D: 06:00-14:00"
193	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	AUTOVIA A-43 KM. 390	I	-2,708528	39,205194	CEPSA	P	OM	L-D: 06:00-23:59
194	ALBACETE	VILLARROBLEDO	VILLARROBLEDO	02600	CARRETERA N-310 KM. 120,5	D	-2,713722	39,198000	CEPSA	P	OM	"L-V: 06:00-22:00; D: 14:00-22:00"
195	ALBACETE	YESTE	YESTE	02480	CARRETERA DE HELLIN KM. 42	I	-2,314667	38,368667	CEPSA	P	OM	L-D: 06:00-23:00
196	ALBACETE	YESTE	YESTE	02480	CARRETERA CM 3206 KM. 27,4	I	-2,302250	38,368278	CAMPSA	P	OM	L-D: 06:00-22:00
197	ALICANTE	AGOST	AGOST	03698	AUTOPISTA AP 7 KM. 696	I	-0,599444	38,408861	GALP	P	OM	L-D: 24H
198	ALICANTE	AGOST	AGOST	03698	AUTOPISTA AP 7 KM. 696	D	-0,599972	38,406528	GALP	P	OM	L-D: 24H
199	ALICANTE	AGOST	AGOST	03698	CARRETERA SAN VICENTE - AGOST km 9	I	-0,637250	38,434417	PETRONOR	P	OM	L-D: 06:00-22:00
200	ALICANTE	AGOST	AGOST	03698	CARRETERA AGOST-NOVELDA KM 2 KM. 2	I	-0,662250	38,429417	VALCARCE	P	dm	L-D: 06:00-22:00
201	ALICANTE	ALBATERA	ALBATERA	03340	CARRETERA N-340 KM. 702,1	D	-0,848833	38,199389	CEPSA	P	dm	L-D: 06:00-22:00
202	ALICANTE	ALBATERA	ALBATERA	03340	CARRETERA N-340 KM. 696,7	D	-0,894750	38,165222	REPSOL	P	dm	L-D: 24H
203	ALICANTE	ALBATERA	ALBATERA	03340	N-340 km 696,7	I	-0,848722	38,199417	REPSOL	P	dm	L-D: 24H
204	ALICANTE	ALBATERA	ALBATERA	03340	CARRETERA CATRAL-ALBATERA KM. 4,2	I	-0,854056	38,175028	REPSOL	P	OM	L-D: 24H
205	ALICANTE	ALCOY/ALCOI	ALCOY/ALCOI	03801	CALLE ALICANTE, 62	D	-0,479611	38,688639	SHELL	P	OM	L-D: 05:00-23:00
206	ALICANTE	ALCOY/ALCOI	ALCOY/ALCOI	03801	CALLE ALICANTE, 62	D	-0,479694	38,689083	MAS OIL ALICANTE	P	dm	L: 24H
207	ALICANTE	ALCOY/ALCOI	ALCOY/ALCOI	03800	Alicante, 1 - P.I. Beniata	N	-0,477972	38,695083	GALP	P	OM	"L-V: 07:00-21:00; S: 07:00-15:00"
208	ALICANTE	ALCOY/ALCOI	ALCOY/ALCOI	03800	N-340 km 131,000	N	-0,471306	38,683389	GALP	P	OM	L-D: 24H
209	ALICANTE	ALCOY/ALCOI	ALCOY/ALCOI	03800	PG COTES BAIXES,CALLE C,PARC.1, 0	D	-0,462528	38,714361	REPSOL	P	OM	L-D: 24H
210	ALICANTE	ALCOY/ALCOI	ALCOY/ALCOI	03800	AVENIDA TIRANT, S/N	D	-0,472556	38,708750	REPSOL	P	OM	L-D: 06:00-22:00
211	ALICANTE	ALCOY/ALCOI	ALCOY/ALCOI	03800	CL OLIVER, S.N.	D	-0,489611	38,691889	PETRONOR	P	OM	L-D: 06:00-22:00
212	ALICANTE	ALFÀS DEL PI (L')	ALFAS DEL PI (L')	03580	CL AVDA. DEL PAIS VALENCIANO S.N.	D	-0,105389	38,581361	ARBIT	P	dm	L-D: 24H
213	ALICANTE	ALFÀS DEL PI (L')	ALFAS DEL PI (L')	03581	AP-1535 km 2,000	N	-0,082972	38,567722	GALP	P	OM	L-D: 07:00-23:00
214	ALICANTE	ALGORFA	ALGORFA	03169	POLIGONO SECTOR VIII - EL ZOCO, S/N	N	-0,746611	38,058389	BP	P	dm	L-D: 24H
215	ALICANTE	ALGUEÑA	ALGUEÑA	03668	CALLE SAN JUAN, 32	D	-0,998222	38,339222	CEPSA	P	dm	L-D: 06:30-21:00
216	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03004	CL PLAZA SAN ANTONIO, 9	D	-0,487472	38,351361	REPSOL	P	OM	"L-V: 08:00-21:00; S-D: 09:00-14:00"
217	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03013	AVENIDA DENIA, 80	D	-0,466972	38,359278	CEPSA	P	OM	L-D: 24H
218	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03013	AVENIDA DENIA, 75	I	-0,467361	38,359667	CEPSA	P	OM	L-D: 24H
219	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03013	AVENIDA PADRE ESPLÁ, 36	N	-0,476750	38,357000	REPSOL	P	OM	"L-S: 07:00-21:30; D: 09:00-14:30"
220	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03009	CALLE JATIVA, S/N	D	-0,504722	38,377722	GM OIL	P	dm	L-D: 24H
221	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03009	CALLE FORTUNY, S/N	I	-0,499444	38,375333	REPSOL	P	OM	L-D: 06:00-22:00
222	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03009	AVENIDA NOVELDA, 179	D	-0,497500	38,370222	REPSOL	P	OM	L-D: 24H
223	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03009	AVENIDA UNIVERSIDAD, S/N	N	-0,506833	38,374139	SHELL	P	OM	L-D: 24H
224	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03009	AVENIDA DE LA UNIVERSIDAD, SN	D	-0,508861	38,376194	REPSOL	P	OM	L-D: 24H
225	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03010	AVENIDA NOVELDA, 70	D	-0,494306	38,364222	REPSOL	P	OM	L-D: 06:30-22:30
226	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03010	AVENIDA ALCOY, 2	N	-0,487889	38,355528	CEPSA	P	OM	"L-V: 08:00-19:00; S: 08:00-13:00"
227	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03012	AVENIDA JIJONA, 88	D	-0,483944	38,358556	REPSOL	P	OM	L-D: 06:00-22:00
228	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03014	AVENIDA GASTON CASTELLO, 58	D	-0,486944	38,375111	CEPSA	P	OM	L: 06:30-21:30
229	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03015	AVENIDA ANTONIO RAMOS CARRATALA, 56	N	-0,466806	38,370694	ALCAMPO	P	dm	L-D: 24H
230	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03540	AVDA. DE LA CONDOMINA, 47 (C-190 km 3,7)	D	-0,434556	38,363639	CEPSA	P	OM	L-D: 24H
231	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03016	VIAL CONEXION N-332 Y A-7, S/N	N	-0,446667	38,370000	GALP	P	dm	L-D: 24H
232	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03016	AVENIDA DENIA, 150	D	-0,453806	38,375472	VISTAHERMOSA	P	dm	L-D: 07:00-23:00
233	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03016	AVENIDA DENIA, 60	N	-0,472306	38,355389	LA GOTETA	P	dm	L-D: 24H
234	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03112	CARRETERA A-214 KM. 5	I	-0,477750	38,401000	REPSOL	P	OM	L-D: 06:00-22:00
235	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03112	CL PINTOR GASTON CASTELLO, 34	N	-0,488194	38,378083	CAMPSA	P	dm	L-D: 06:00-22:00
236	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03112	CALLE MUSICO JOSE TORREGROSA, 33	D	-0,489750	38,383583	AVANZA	P	dm	L-D: 24H
237	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03011	AVENIDA NOVELDA, 216	D	-0,499722	38,376944	PETROPRIX	P	dm	L-D: 24H
238	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03011	AVENIDA PINTOR GASTON CASTELLO, 1	I	-0,486611	38,370083	E.S. REJAS VERDES	P	dm	L-D: 06:00-22:00
239	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03011	AVENIDA NOVELDA, 204	D	-0,498972	38,375972	GASEXPRESS	P	dm	L-D: 24H
240	ALICANTE	ALICANTE/ALACANT	SANTA FAZ	03559	AVENIDA DE DENIA, 183	I	-0,449972	38,385639	FEROYL	P	dm	L-D: 24H
241	ALICANTE	ALICANTE/ALACANT	SANTA FAZ	03559	CARRETERA 112,6 KM. N-332	D	-0,447417	38,386250	REPSOL	P	OM	L-D: 06:00-22:00
242	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03006	CARRETERA MADRID ESQ.RIO JUCAR KM. 19	D	-0,522944	38,344611	REPSOL	P	OM	"L-V: 06:00-22:00; S: 09:00-15:00"
243	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03006	AVDA. ORIHUELA, S/N - ESQUINA VIA PARQUE	N	-0,517889	38,345583	SHELL	P	OM	L-D: 06:00-00:00
244	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03006	POLIGONO PLA VALLONGA CALLE 8, PARCELA 15	D	-0,555389	38,348250	PETROALACANT	P	dm	"L-V: 06:00-23:00; S: 06:00-21:00"
245	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03006	AVENIDA NEPTUNO, 4	D	-0,524194	38,344000	CONFORT AUTO	P	dm	"L-V: 06:00-22:00; S: 08:00-15:00"
246	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03006	CARRETERA N-330A KM. 407,7	D	-0,545111	38,343611	CEPSA	P	OM	"L-V: 05:00-21:00; S: 07:00-14:00"
247	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03006	CARRETERA N-330 KM. 409	I	-0,523167	38,344944	PETRONOR	P	OM	L-D: 06:00-22:00
248	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03006	CALLE OCAÑA, 16	D	-0,522278	38,345056	BALLENOIL	P	dm	L-D: 24H
249	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03008	POL. IND. BABEL C/ ARTES GR?FICAS, 89	N	-0,512472	38,335861	TAMOIL	P	dm	L-D: 07:00-22:00
250	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03008	AVENIDA ELCHE (N-332 P.K. 102), 16	I	-0,500389	38,337778	CEPSA	P	OM	L-D: 24H
251	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03008	AVENIDA ELCHE, 150	I	-0,521389	38,303611	PETROPRIX	P	dm	L-D: 24H
252	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03008	AVENIDA RAMÓN GÓMEZ SEMPERE, 4	N	-0,513500	38,330583	GALP	P	dm	L-D: 24H
253	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03007	CARRETERA OCAÑA KM. 7	I	-0,518333	38,344917	PETRO ALACANT	P	dm	L-D: 24H
254	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03007	CALLE ALCALDE LORENZO CARBONELL, S/N ESQUINA VIA PARQUE, S/N	N	-0,517750	38,340028	CARREFOUR	P	dm	L-D: 24H
255	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03007	Rosa de los Vientos (esq. Camino Viejo de Elche)	N	-0,523139	38,337778	GALP	P	dm	L-D: 06:00-22:30
256	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03007	N-330-P.K. 409,1 P.I. El Espartal	N	-0,520556	38,345250	GALP	P	dm	L-D: 06:00-22:00
257	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03007	AVENIDA ALCALDE LORENZO CARBONELL, 71	I	-0,516000	38,338611	CEPSA	P	OM	L-D: 06:00-22:00
258	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03007	POLIGONO INDUSTRIAL, CTRA DE MADRID, KM.4 - MERCALICANTE	D	-0,540083	38,340167	E.S. GRUPO RENAUTO	P	dm	"L-V: 06:00-21:00; S: 08:00-13:00"
259	ALICANTE	ALICANTE/ALACANT	BACAROT (EL)	03114	POLIGONO ZONA INDUSTRIAL A, POLIGONO B, S/N	D	-0,538472	38,344139	CEPSA	P	OM	L-D: 24H
260	ALICANTE	ALICANTE/ALACANT	FONT-CALENT	03113	CARRETERA N-330 A KM. 401	I	-0,607083	38,342361	PETRONOR	P	dm	"L-V: 07:00-21:00; S: 08:00-14:00"
261	ALICANTE	ALICANTE/ALACANT	MORALET	03699	CARRETERA CV 820 KM. 1,4	I	-0,565972	38,411000	REPSOL	P	dm	L-D: 24H
262	ALICANTE	ALICANTE/ALACANT	MORALET	03699	CARRETERA CV 820 KM. 1,3	D	-0,565444	38,411500	REPSOL	P	dm	L-D: 06:00-22:00
263	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03114	AVENIDA ANTIGUA PESETA, 75	N	-0,564806	38,339667	CEPSA	P	dm	"L-V: 08:00-19:30; S: 08:00-14:00"
264	ALICANTE	ALICANTE/ALACANT	ALICANTE/ALACANT	03114	CALLE DEL RUBLO PARC R75, 75	N	-0,566472	38,338278	ATALAYAS	P	dm	"L-V: 06:00-22:00; S: 07:00-14:00"
265	ALICANTE	ALMORADÍ	ALMORADI	03160	CARRETERA C-3321 KM. 38,1	I	-0,781806	38,123556	CEPSA	P	OM	L: 06:00-00:00
266	ALICANTE	ALMORADÍ	ALMORADI	03160	CARRETERA DE ROJALES KM. 1	D	-0,781472	38,103833	CAMPSA EXPRESS	P	OM	L-D: 24H
267	ALICANTE	ALMORADÍ	ALMORADI	03160	AVENIDA ORIHUELA, 17	N	-0,797083	38,104778	REPSOL	P	dm	L-D: 06:00-00:00
268	ALICANTE	ALMORADÍ	ALMORADI	03160	Principe De EspañA, 10	N	-0,788750	38,115139	GALP	P	dm	"L-J: 06:00-22:00; V-S: 00:00-23:59; D: 06:00-22:00"
269	ALICANTE	ALMORADÍ	ALMORADI	03160	AVENIDA COMUNIDAD EUROPEA, 1	D	-0,796528	38,099361	LAS MAROMAS	P	dm	L-D: 06:30-22:30
270	ALICANTE	ALTEA	ALTEA	03590	Carrer De La Mar, 157	N	-0,054917	38,593222	GALP	P	dm	L-D: 07:00-23:00
271	ALICANTE	ALTEA	ALTEA	03590	CARRETERA N-332 KM. 155,5	I	-0,064694	38,586556	REPSOL	P	OM	"L-S: 06:00-22:00; D: 09:00-17:00"
272	ALICANTE	ALTEA	ALTEA	03590	CARRETERA LA NUCIA KM. 2,8	D	-0,078472	38,605917	REPSOL	P	OM	L-D: 07:00-22:30
273	ALICANTE	ALTEA	ALTEA	03590	CALLE GARGANES, 42	D	-0,048611	38,604722	REPSOL	P	OM	L-D: 06:00-22:00
274	ALICANTE	ALTEA	ALTEA LA VELLA	03599	CARRETERA CV-755 KM. 9,2	I	-0,038500	38,626750	CEPSA ELF	P	dm	L-D: 06:00-22:00
275	ALICANTE	ASPE	ASPE	03680	POLIGONO TRES HERMANAS   ALCOHOLERA, 11	N	-0,767139	38,325917	BP	P	dm	"L-S: 06:00-22:00; D: 07:00-15:00"
276	ALICANTE	ASPE	ASPE	03680	AVD.DE NAVARRA 151	N	-0,772639	38,354028	CEPSA ESPAÑA S.A.	P	dm	"L-J: 06:00-23:00; V-S: 06:00-23:59; D: 06:00-23:00"
277	ALICANTE	ASPE	ASPE	03680	POLIGONO C/ IBI, S/N	D	-0,770417	38,356139	LEVANTINA	P	dm	L-S: 06:00-22:00
278	ALICANTE	ASPE	ASPE	03680	CR N-325, 5,8	I	-0,772833	38,355500	MARTI SERRA, S.A.	P	dm	L-D: 06:00-22:00
279	ALICANTE	ASPE	ASPE	03680	CARRETERA NOVELDA KM. 22	D	-0,770917	38,358167	CONFORT AUTO	P	dm	"L-V: 06:00-22:00; S: 08:00-15:00"
280	ALICANTE	ASPE	ASPE	03680	CARRETERA NOVELDA KM. 8	D	-0,772361	38,356306	QFS	P	dm	L-D: 24H
281	ALICANTE	BANYERES DE MARIOLA	BANYERES DE MARIOLA	03450	CALLE PADRE JESUALDO FERRERO, 1	N	-0,664056	38,715917	REPSOL	P	dm	L-D: 06:00-22:00
282	ALICANTE	BANYERES DE MARIOLA	BANYERES DE MARIOLA	03450	CALLE LES MOLINES, 35, 	N	-0,671194	38,720111	BAÑERES	P	dm	L: 06:00-22:00
283	ALICANTE	BENEIXAMA	BENEIXAMA	03460	CALLE DR. SILVESTRE, 	N	-0,767750	38,701889	COOPERATIVA DIVINA AURORA	P	dm	L-D: 24H
284	ALICANTE	BENEIXAMA	BENEIXAMA	03460	CARRETERA VILLENA-ALCUDIA KM. 10,608	D	-0,771194	38,698000	ESTACIONES DE SERVICIO DIEGO S.L.	P	dm	L-D: 24H
285	ALICANTE	BENEJÚZAR	BENEJUZAR	03390	CARRETERA JACARILLA KM. S/N	I	-0,843056	38,076944	REPSOL	P	dm	L-D: 06:00-22:00
286	ALICANTE	BENIDORM	BENIDORM	03501	AVENIDA COMUNIDAD VALENCIANA, 18	D	-0,119250	38,544194	BP BENIDORM	P	dm	L-D: 24H
287	ALICANTE	BENIDORM	BENIDORM	03501	AVENIDA VILLAJOYOSA LA, 34	N	-0,162250	38,533639	GALP	P	OM	L-D: 24H
288	ALICANTE	BENIDORM	BENIDORM	03501	CARRETERA N-332 KM. 124,5	D	-0,101500	38,557694	GALP	P	OM	L-D: 24H
289	ALICANTE	BENIDORM	BENIDORM	03501	CARRETERA N-332 KM. 124,5	I	-0,101917	38,558056	GALP	P	OM	L-D: 06:00-22:00
290	ALICANTE	BENIDORM	BENIDORM	03501	CARRETERA CV-70 KM. 47	I	-0,134444	38,559583	REPSOL	P	OM	L-D: 24H
291	ALICANTE	BENIDORM	BENIDORM	03503	AVENIDA DOCTOR SEVERO OCHOA, S/N	N	-0,102722	38,543139	EUROBENIDORM	P	OM	L-D: 07:00-23:00
292	ALICANTE	BENIDORM	BENIDORM	03502	AVENIDA JAIME I, 23	N	-0,134139	38,541722	LA ISLETA	P	dm	L-D: 24H
293	ALICANTE	BENILLOBA	BENILLOBA	03810	CARRETERA ALCOY A CALLOSA D'ENSARRIA S/N KM. 36	D	-0,386472	38,698833	(SIN RÓTULO)	P	dm	"L-S: 07:00-22:00; D: 08:30-14:30"
294	ALICANTE	BENISSA	BENISSA	03720	RICARDO DE LA CIERVA, 13 (POLIGONO LA PEDRERA)	N	0,076579	38,726757	MEROIL	P	dm	L: 07:00-21:00
295	ALICANTE	BENISSA	BENISSA	03720	AVENIDA EUROPA, 8	N	0,060194	38,718139	BP	P	dm	L-D: 06:00-22:00
296	ALICANTE	BENISSA	BENISSA	03720	AVENIDA PAIS VALENCIA, 210	I	0,046556	38,713389	REPSOL	P	OM	L: 07:00-21:00
297	ALICANTE	BENISSA	BENISSA	03720	AVINGUDA EUROPA, 34	D	0,060556	38,719222	MASOIL	P	dm	L-D: 24H
298	ALICANTE	BENISSA	BENISSA	03720	CARRETERA MORAIRA-CALPE KM. 3	D	0,105778	38,677722	GASEXPRESS	P	dm	L-D: 24H
299	ALICANTE	BENISSA	BENISSA	03720	CALLE MARGENADORS DELS, 8	N	0,059389	38,718611	ROSELLO	P	dm	L-S: 08:00-20:00
300	ALICANTE	BENITACHELL/POBLE NOU DE BENITATXELL (EL)	BENITACHELL	03726	CARRETERA CV-740 KM. 6,800	I	0,152139	38,738972	(SIN RÓTULO)	P	dm	L-D: 07:00-22:00
301	ALICANTE	BIAR	BIAR	03410	CARRETERA ALCOY - VILLENA KM. 38,2	I	-0,786556	38,630583	REPSOL	P	dm	L-S: 07:15-21:45
302	ALICANTE	BIGASTRO	BIGASTRO	03380	POLIGONO APATEL, 6	D	-0,885222	38,059194	CEPSA	P	dm	L-D: 24H
303	ALICANTE	BUSOT	BUSOT	03111	CALLE EL PI, 1	I	-0,424194	38,477806	ATLANTIS EXPRESS	P	dm	L-D: 24H
304	ALICANTE	CALLOSA DE SEGURA	CALLOSA DE SEGURA	03360	CARRETERA CV913 KM. 1	D	-0,867333	38,125694	REPSOL	P	dm	L: 06:00-22:00
